Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough
09/12/2024,TFL-J-300463,Bus,Kings Cross,Victoria,09/12/2024 08:56,09/12/2024 09:22,1.75,4,Camden,Westminster
09/11/2024,TFL-J-408076,Bus,Canary Wharf,Euston,09/11/2024 15:47,09/11/2024 16:11,1.75,0,Tower Hamlets,Camden
08/10/2024,TFL-J-113969,Tube,Liverpool Street,Victoria,08/10/2024 12:10,08/10/2024 12:44,4.93,2,City of London,Westminster
07/04/2024,TFL-J-882413,Tube,Bank,Liverpool Street,07/04/2024 16:34,07/04/2024 17:16,4.15,3,City of London,City of London
25/10/2024,TFL-J-248121,Bus,Kings Cross,Stratford,25/10/2024 10:57,25/10/2024 11:13,1.75,1,Camden,Newham
11/09/2024,TFL-J-426245,Tube,Canary Wharf,Paddington,11/09/2024 18:30,11/09/2024 18:33,9.4,1,Tower Hamlets,Westminster
17/09/2024,TFL-J-690982,Bus,Paddington,Stratford,17/09/2024 07:08,17/09/2024 07:29,1.75,5,Westminster,Newham
15/02/2024,TFL-J-853814,Tube,Stratford,Bank,15/02/2024 13:17,15/02/2024 13:52,3.08,0,Newham,City of London
02/12/2024,TFL-J-272796,Bus,Liverpool Street,Canary Wharf,02/12/2024 08:05,02/12/2024 08:55,1.75,8,City of London,Tower Hamlets
12/01/2024,TFL-J-186250,Tube,Canary Wharf,Paddington,12/01/2024 08:33,12/01/2024 08:41,9.4,4,Tower Hamlets,Westminster
15/01/2024,TFL-J-437185,Bus,Paddington,Liverpool Street,15/01/2024 07:03,15/01/2024 07:25,1.75,6,Westminster,City of London
11/06/2024,TFL-J-483852,Tube,Stratford,Waterloo,11/06/2024 23:27,11/06/2024 23:52,4.47,5,Newham,Lambeth
12/03/2024,TFL-J-719720,Tube,Victoria,Paddington,12/03/2024 17:29,12/03/2024 18:13,3.93,10,Westminster,Westminster
09/04/2024,TFL-J-209218,Bus,Victoria,Kings Cross,09/04/2024 09:26,09/04/2024 10:32,1.75,27,Westminster,Camden
21/09/2024,TFL-J-394127,Bus,Stratford,Canary Wharf,21/09/2024 08:41,21/09/2024 09:26,1.75,8,Newham,Tower Hamlets
29/10/2024,TFL-J-852543,Bus,Bank,Kings Cross,29/10/2024 10:23,29/10/2024 11:06,1.75,7,City of London,Camden
05/05/2024,TFL-J-667766,Tube,Stratford,Bank,05/05/2024 23:01,05/05/2024 23:28,4.79,1,Newham,City of London
15/07/2024,TFL-J-586353,Tube,Kings Cross,Euston,15/07/2024 13:20,15/07/2024 13:48,5.31,0,Camden,Camden
28/11/2024,TFL-J-689906,Tube,Euston,Kings Cross,28/11/2024 17:02,28/11/2024 17:47,12.09,8,Camden,Camden
16/05/2024,TFL-J-374597,Tube,Stratford,Paddington,16/05/2024 07:02,16/05/2024 07:49,3.79,5,Newham,Westminster
30/08/2024,TFL-J-120388,Tube,Kings Cross,Liverpool Street,30/08/2024 08:51,30/08/2024 10:03,4.55,39,Camden,City of London
23/04/2024,TFL-J-328151,Tube,London Bridge,Stratford,23/04/2024 07:14,23/04/2024 07:49,3.97,3,Southwark,Newham
16/10/2024,TFL-J-858982,Tube,Stratford,Liverpool Street,16/10/2024 08:53,16/10/2024 09:19,4.55,3,Newham,City of London
02/11/2024,TFL-J-560994,Tube,Liverpool Street,Canary Wharf,02/11/2024 09:01,02/11/2024 09:41,3.22,0,City of London,Tower Hamlets
08/08/2024,TFL-J-863208,Tube,Bank,Waterloo,08/08/2024 22:00,08/08/2024 22:18,4.33,2,City of London,Lambeth
14/11/2024,TFL-J-620111,Tube,Bank,Stratford,14/11/2024 14:50,14/11/2024 15:30,3.38,3,City of London,Newham
08/07/2024,TFL-J-631192,Bus,Stratford,Paddington,08/07/2024 11:05,08/07/2024 11:29,1.75,0,Newham,Westminster
10/05/2024,TFL-J-996738,Bus,Waterloo,Kings Cross,10/05/2024 21:44,10/05/2024 22:03,1.75,1,Lambeth,Camden
02/05/2024,TFL-J-885582,Overground,Canary Wharf,London Bridge,02/05/2024 11:14,02/05/2024 12:03,12.46,5,Tower Hamlets,Southwark
26/01/2024,TFL-J-786042,Bus,Victoria,Bank,26/01/2024 18:13,26/01/2024 18:49,1.75,7,Westminster,City of London
27/09/2024,TFL-J-992377,Tube,Kings Cross,Euston,27/09/2024 09:41,27/09/2024 10:00,4.37,3,Camden,Camden
22/06/2024,TFL-J-250313,Tube,Canary Wharf,Euston,22/06/2024 09:55,22/06/2024 10:25,4.7,1,Tower Hamlets,Camden
15/08/2024,TFL-J-399574,Tube,Victoria,Kings Cross,15/08/2024 16:45,15/08/2024 17:38,5.36,9,Westminster,Camden
15/12/2024,TFL-J-349068,Tube,Paddington,Liverpool Street,15/12/2024 21:35,15/12/2024 21:52,4.9,1,Westminster,City of London
19/01/2024,TFL-J-162671,Tube,Kings Cross,Liverpool Street,19/01/2024 09:30,19/01/2024 10:14,3.36,6,Camden,City of London
23/02/2024,TFL-J-737728,Tube,Kings Cross,Canary Wharf,23/02/2024 17:28,23/02/2024 17:57,4.15,2,Camden,Tower Hamlets
09/08/2024,TFL-J-984197,Tube,Victoria,Waterloo,09/08/2024 09:10,09/08/2024 10:10,4.99,26,Westminster,Lambeth
26/09/2024,TFL-J-163357,Bus,London Bridge,Paddington,26/09/2024 09:58,26/09/2024 10:30,1.75,4,Southwark,Westminster
26/03/2024,TFL-J-719067,Tube,Stratford,Bank,26/03/2024 08:56,26/03/2024 09:27,14.85,5,Newham,City of London
15/11/2024,TFL-J-297597,Tube,Kings Cross,Canary Wharf,15/11/2024 14:37,15/11/2024 15:31,4.09,12,Camden,Tower Hamlets
02/07/2024,TFL-J-673608,Overground,Stratford,Kings Cross,02/07/2024 08:31,02/07/2024 09:17,2.92,9,Newham,Camden
04/04/2024,TFL-J-230881,Tube,Victoria,Waterloo,04/04/2024 09:27,04/04/2024 10:07,4.11,7,Westminster,Lambeth
25/04/2024,TFL-J-949162,Tube,Canary Wharf,Victoria,25/04/2024 19:46,25/04/2024 20:22,15.47,0,Tower Hamlets,Westminster
27/05/2024,TFL-J-658697,Tube,Canary Wharf,Euston,27/05/2024 08:08,27/05/2024 08:59,3.77,26,Tower Hamlets,Camden
22/04/2024,TFL-J-609984,Overground,Liverpool Street,Paddington,22/04/2024 17:09,22/04/2024 17:40,3.94,9,City of London,Westminster
30/10/2024,TFL-J-420058,Tube,Canary Wharf,Stratford,30/10/2024 12:29,30/10/2024 12:53,5.37,1,Tower Hamlets,Newham
26/08/2024,TFL-J-602384,Tube,Euston,Bank,26/08/2024 07:24,26/08/2024 08:11,2.89,15,Camden,City of London
21/11/2024,TFL-J-552344,Bus,Canary Wharf,Liverpool Street,21/11/2024 09:03,21/11/2024 10:00,1.75,32,Tower Hamlets,City of London
06/12/2024,TFL-J-755449,Bus,Euston,Bank,06/12/2024 19:47,06/12/2024 20:29,1.75,3,Camden,City of London
07/08/2024,TFL-J-138811,Overground,Victoria,Stratford,07/08/2024 19:32,07/08/2024 20:22,4.18,9,Westminster,Newham
18/11/2024,TFL-J-765114,Bus,Euston,London Bridge,18/11/2024 09:33,18/11/2024 10:15,1.75,16,Camden,Southwark
24/08/2024,TFL-J-251465,Bus,Bank,Waterloo,24/08/2024 08:45,24/08/2024 09:29,1.75,0,City of London,Lambeth
03/12/2024,TFL-J-224912,Tube,Stratford,Kings Cross,03/12/2024 18:48,03/12/2024 19:49,5.5,16,Newham,Camden
19/11/2024,TFL-J-158938,Tube,Liverpool Street,Stratford,19/11/2024 07:49,19/11/2024 08:35,4.31,11,City of London,Newham
05/10/2024,TFL-J-682218,Bus,Kings Cross,Stratford,05/10/2024 18:24,05/10/2024 19:15,1.75,11,Camden,Newham
24/10/2024,TFL-J-486183,Overground,Stratford,Liverpool Street,24/10/2024 07:13,24/10/2024 07:59,5.37,8,Newham,City of London
17/06/2024,TFL-J-371770,Tube,Canary Wharf,Euston,17/06/2024 21:13,17/06/2024 21:53,3.01,5,Tower Hamlets,Camden
05/08/2024,TFL-J-269025,Tube,Waterloo,Kings Cross,05/08/2024 09:18,05/08/2024 10:08,9.06,12,Lambeth,Camden
21/12/2024,TFL-J-435017,Bus,Waterloo,Canary Wharf,21/12/2024 18:37,21/12/2024 19:30,1.75,11,Lambeth,Tower Hamlets
13/12/2024,TFL-J-342771,Tube,London Bridge,Victoria,13/12/2024 09:51,13/12/2024 10:19,3.3,5,Southwark,Westminster
28/11/2024,TFL-J-778304,Bus,Canary Wharf,Kings Cross,28/11/2024 09:12,28/11/2024 09:41,1.75,8,Tower Hamlets,Camden
16/12/2024,TFL-J-545242,Tube,Kings Cross,Bank,16/12/2024 16:51,16/12/2024 17:11,3.73,0,Camden,City of London
12/04/2024,TFL-J-795786,Bus,Liverpool Street,Waterloo,12/04/2024 21:59,12/04/2024 22:37,1.75,0,City of London,Lambeth
11/04/2024,TFL-J-759175,Tube,Euston,Paddington,11/04/2024 11:48,11/04/2024 12:08,3.31,2,Camden,Westminster
06/11/2024,TFL-J-309299,Tube,Waterloo,Victoria,06/11/2024 20:17,06/11/2024 20:42,5.03,0,Lambeth,Westminster
27/09/2024,TFL-J-731762,Bus,Bank,Euston,27/09/2024 09:20,27/09/2024 09:56,1.75,4,City of London,Camden
15/11/2024,TFL-J-517081,Tube,Kings Cross,Victoria,15/11/2024 14:20,15/11/2024 14:59,5.3,4,Camden,Westminster
22/01/2024,TFL-J-433265,Tube,Liverpool Street,Kings Cross,22/01/2024 07:44,22/01/2024 08:14,5.24,3,City of London,Camden
17/08/2024,TFL-J-979928,Bus,London Bridge,Stratford,17/08/2024 11:45,17/08/2024 12:14,1.75,0,Southwark,Newham
12/01/2024,TFL-J-968718,Bus,Canary Wharf,Kings Cross,12/01/2024 13:08,12/01/2024 12:25,1.75,4,Tower Hamlets,Camden
24/07/2024,TFL-J-831335,Bus,Waterloo,Kings Cross,24/07/2024 07:12,24/07/2024 07:46,1.75,16,Lambeth,Camden
04/09/2024,TFL-J-731897,Bus,London Bridge,Paddington,04/09/2024 18:24,04/09/2024 18:52,1.75,0,Southwark,Westminster
05/02/2024,TFL-J-536211,Tube,Stratford,Liverpool Street,05/02/2024 09:43,05/02/2024 10:32,4.56,5,Newham,City of London
31/03/2024,TFL-J-150181,Bus,Waterloo,London Bridge,31/03/2024 08:10,31/03/2024 08:40,1.75,15,Lambeth,Southwark
12/10/2024,TFL-J-877092,Tube,Kings Cross,London Bridge,12/10/2024 16:31,12/10/2024 17:03,3.15,0,Camden,Southwark
08/08/2024,TFL-J-410752,Bus,Stratford,Canary Wharf,08/08/2024 17:27,08/08/2024 18:08,1.75,18,Newham,Tower Hamlets
16/01/2024,TFL-J-839395,Bus,London Bridge,Euston,16/01/2024 08:13,16/01/2024 08:52,1.75,4,Southwark,Camden
07/12/2024,TFL-J-722620,Tube,Euston,Victoria,07/12/2024 18:28,07/12/2024 18:44,5.21,1,Camden,Westminster
06/07/2024,TFL-J-826997,Overground,Kings Cross,Stratford,06/07/2024 08:36,06/07/2024 08:59,3.75,6,Camden,Newham
07/12/2024,TFL-J-321852,Tube,Stratford,Waterloo,07/12/2024 21:33,07/12/2024 21:57,4.22,0,Newham,Lambeth
20/02/2024,TFL-J-220266,Tube,Stratford,Waterloo,20/02/2024 16:55,20/02/2024 17:45,3.61,8,Newham,Lambeth
20/07/2024,TFL-J-579826,Tube,Canary Wharf,Euston,20/07/2024 17:20,20/07/2024 17:26,9.4,5,Tower Hamlets,Camden
19/11/2024,TFL-J-124206,Tube,Euston,Liverpool Street,19/11/2024 08:36,19/11/2024 09:09,5.05,17,Camden,City of London
05/03/2024,TFL-J-128452,Overground,Liverpool Street,Stratford,05/03/2024 11:44,05/03/2024 12:05,7.42,4,City of London,Newham
29/11/2024,TFL-J-352157,Bus,London Bridge,Stratford,29/11/2024 15:10,29/11/2024 15:30,1.75,4,Southwark,Newham
04/11/2024,TFL-J-930801,Tube,Victoria,Canary Wharf,04/11/2024 11:53,04/11/2024 12:37,5.49,4,Westminster,Tower Hamlets
25/04/2024,TFL-J-801088,Tube,Kings Cross,London Bridge,25/04/2024 14:51,25/04/2024 15:36,5.07,1,Camden,Southwark
15/01/2024,TFL-J-358337,Bus,Liverpool Street,Kings Cross,15/01/2024 09:30,15/01/2024 10:18,1.75,11,City of London,Camden
03/07/2024,TFL-J-655386,Tube,Euston,Liverpool Street,03/07/2024 13:46,03/07/2024 14:08,4.55,2,Camden,City of London
07/02/2024,TFL-J-905931,Tube,London Bridge,Paddington,07/02/2024 23:31,08/02/2024 00:15,3.04,0,Southwark,Westminster
21/08/2024,TFL-J-397066,Bus,Stratford,Paddington,21/08/2024 09:19,21/08/2024 10:10,1.75,24,Newham,Westminster
30/07/2024,TFL-J-512890,Tube,Waterloo,Kings Cross,30/07/2024 11:27,30/07/2024 11:56,5.35,5,Lambeth,Camden
01/02/2024,TFL-J-904339,Tube,Stratford,Victoria,01/02/2024 19:09,01/02/2024 19:47,3,7,Newham,Westminster
23/03/2024,TFL-J-174368,Bus,Stratford,Bank,23/03/2024 16:13,23/03/2024 16:37,1.75,3,Newham,City of London
27/01/2024,TFL-J-615084,Tube,Paddington,Stratford,27/01/2024 22:47,27/01/2024 23:16,3.78,7,Westminster,Newham
15/03/2024,TFL-J-722661,Tube,Liverpool Street,Kings Cross,15/03/2024 16:26,15/03/2024 17:04,5.25,19,City of London,Camden
19/06/2024,TFL-J-130294,Bus,Waterloo,Kings Cross,19/06/2024 11:42,19/06/2024 12:05,1.75,1,Lambeth,Camden
11/04/2024,TFL-J-697760,Bus,Bank,Victoria,11/04/2024 09:55,11/04/2024 10:18,1.75,3,City of London,Westminster
24/05/2024,TFL-J-930886,Bus,Paddington,London Bridge,24/05/2024 09:36,24/05/2024 10:21,1.75,26,Westminster,Southwark
18/07/2024,TFL-J-342072,Bus,Liverpool Street,Paddington,18/07/2024 15:46,18/07/2024 16:22,1.75,2,City of London,Westminster
24/05/2024,TFL-J-101688,Tube,Paddington,Canary Wharf,24/05/2024 18:40,24/05/2024 19:26,2.89,31,Westminster,Tower Hamlets
01/10/2024,TFL-J-466013,Bus,Kings Cross,Bank,01/10/2024 18:20,01/10/2024 17:23,1.75,18,Camden,City of London
21/03/2024,TFL-J-582537,Tube,Kings Cross,Waterloo,21/03/2024 10:06,21/03/2024 10:25,3.77,1,Camden,Lambeth
22/02/2024,TFL-J-577509,Bus,Waterloo,Paddington,22/02/2024 10:57,22/02/2024 11:33,1.75,0,Lambeth,Westminster
24/06/2024,TFL-J-655534,Tube,Victoria,Stratford,24/06/2024 09:54,24/06/2024 10:44,5.2,16,Westminster,Newham
01/05/2024,TFL-J-768154,Overground,Waterloo,Euston,01/05/2024 09:53,01/05/2024 10:27,3.79,12,Lambeth,Camden
14/02/2024,TFL-J-799700,Tube,Euston,Bank,14/02/2024 18:21,14/02/2024 19:03,3.97,2,Camden,City of London
28/05/2024,TFL-J-783482,Tube,Liverpool Street,Paddington,28/05/2024 16:30,28/05/2024 17:04,8.73,2,City of London,Westminster
11/04/2024,TFL-J-101066,Overground,Stratford,Canary Wharf,11/04/2024 07:10,11/04/2024 07:34,3.98,4,Newham,Tower Hamlets
18/04/2024,TFL-J-434564,Tube,Waterloo,Stratford,18/04/2024 17:05,18/04/2024 17:37,3.76,10,Lambeth,Newham
17/12/2024,TFL-J-422151,Tube,Liverpool Street,Victoria,17/12/2024 18:48,17/12/2024 19:26,3.06,13,City of London,Westminster
11/11/2024,TFL-J-532544,Bus,Paddington,Canary Wharf,11/11/2024 10:37,11/11/2024 11:07,1.75,4,Westminster,Tower Hamlets
28/07/2024,TFL-J-747758,Bus,Euston,Paddington,28/07/2024 07:56,28/07/2024 08:26,1.75,8,Camden,Westminster
16/08/2024,TFL-J-776562,Bus,Liverpool Street,Bank,16/08/2024 18:14,16/08/2024 19:04,1.75,6,City of London,City of London
26/04/2024,TFL-J-943896,Tube,Victoria,Euston,26/04/2024 14:55,26/04/2024 15:23,4.11,1,Westminster,Camden
07/07/2024,TFL-J-261557,Tube,Euston,Stratford,07/07/2024 21:34,07/07/2024 22:16,2.99,0,Camden,Newham
24/03/2024,TFL-J-854709,Tube,Bank,Paddington,24/03/2024 11:18,24/03/2024 11:52,5.2,3,City of London,Westminster
11/10/2024,TFL-J-299591,Tube,Victoria,Canary Wharf,11/10/2024 14:42,11/10/2024 15:27,3.55,0,Westminster,Tower Hamlets
06/11/2024,TFL-J-453764,Tube,Liverpool Street,Canary Wharf,06/11/2024 08:03,06/11/2024 08:38,3.93,0,City of London,Tower Hamlets
02/05/2024,TFL-J-846770,Bus,Euston,Victoria,02/05/2024 08:49,02/05/2024 09:39,4.33,10,Camden,Westminster
06/12/2024,TFL-J-889612,Tube,Waterloo,London Bridge,06/12/2024 17:42,06/12/2024 18:07,5.2,7,Lambeth,Southwark
10/06/2024,TFL-J-639747,Tube,Euston,London Bridge,10/06/2024 08:17,10/06/2024 08:59,5.34,4,Camden,Southwark
02/06/2024,TFL-J-830858,Bus,Euston,Stratford,02/06/2024 09:00,02/06/2024 09:37,1.75,8,Camden,Newham
20/02/2024,TFL-J-652680,Tube,Bank,Victoria,20/02/2024 07:39,20/02/2024 08:12,4.3,0,City of London,Westminster
03/06/2024,TFL-J-193895,Tube,Kings Cross,Canary Wharf,03/06/2024 14:02,03/06/2024 14:40,4.7,2,Camden,Tower Hamlets
06/07/2024,TFL-J-924700,Bus,Victoria,Kings Cross,06/07/2024 14:59,06/07/2024 15:37,1.75,0,Westminster,Camden
03/10/2024,TFL-J-772447,Tube,Waterloo,Canary Wharf,03/10/2024 10:30,03/10/2024 10:47,5.45,1,Lambeth,Tower Hamlets
12/07/2024,TFL-J-177108,Tube,Paddington,Kings Cross,12/07/2024 18:29,12/07/2024 19:02,3.78,1,Westminster,Camden
11/04/2024,TFL-J-288321,Bus,London Bridge,Kings Cross,11/04/2024 08:42,11/04/2024 09:35,1.75,33,Southwark,Camden
09/09/2024,TFL-J-126954,Tube,Canary Wharf,Stratford,09/09/2024 08:03,09/09/2024 08:31,5.25,13,Tower Hamlets,Newham
19/10/2024,TFL-J-555280,Overground,London Bridge,Bank,19/10/2024 16:07,19/10/2024 16:51,4.58,3,Southwark,City of London
21/08/2024,TFL-J-845343,Tube,Paddington,London Bridge,21/08/2024 16:40,21/08/2024 18:00,4.15,54,Westminster,Southwark
24/07/2024,TFL-J-367163,Tube,Liverpool Street,Victoria,24/07/2024 07:52,24/07/2024 07:54,9.4,13,City of London,Westminster
03/03/2024,TFL-J-130931,Overground,Paddington,London Bridge,03/03/2024 17:35,03/03/2024 18:04,3.46,2,Westminster,Southwark
16/05/2024,TFL-J-701345,Tube,Kings Cross,Euston,16/05/2024 07:09,16/05/2024 07:25,3.74,0,Camden,Camden
19/11/2024,TFL-J-605335,Tube,Bank,Kings Cross,19/11/2024 09:56,19/11/2024 10:32,5.28,0,City of London,Camden
19/06/2024,TFL-J-731165,Overground,Stratford,Liverpool Street,19/06/2024 22:43,19/06/2024 23:08,3.16,0,Newham,City of London
29/06/2024,TFL-J-935122,Bus,Canary Wharf,Bank,29/06/2024 16:18,29/06/2024 16:54,1.75,21,Tower Hamlets,City of London
12/12/2024,TFL-J-571268,Tube,Paddington,Liverpool Street,12/12/2024 17:35,12/12/2024 17:52,3.4,2,Westminster,City of London
25/05/2024,TFL-J-599920,Overground,Victoria,Stratford,25/05/2024 09:19,25/05/2024 09:40,5.25,2,Westminster,Newham
05/01/2024,TFL-J-596934,Tube,Liverpool Street,Kings Cross,05/01/2024 07:13,05/01/2024 08:01,4.09,24,City of London,Camden
04/10/2024,TFL-J-447720,Tube,Paddington,Bank,04/10/2024 08:14,04/10/2024 09:04,3.58,9,Westminster,City of London
29/07/2024,TFL-J-440960,Tube,Euston,Kings Cross,29/07/2024 22:44,29/07/2024 23:05,5.45,1,Camden,Camden
30/09/2024,TFL-J-135682,Tube,Stratford,Paddington,30/09/2024 09:26,30/09/2024 10:20,3.41,15,Newham,Westminster
05/09/2024,TFL-J-893638,Tube,Liverpool Street,Stratford,05/09/2024 09:46,05/09/2024 10:16,4.87,14,City of London,Newham
08/07/2024,TFL-J-198809,Tube,Waterloo,Liverpool Street,08/07/2024 16:57,08/07/2024 17:12,4.49,0,Lambeth,City of London
29/11/2024,TFL-J-991607,Tube,London Bridge,Kings Cross,29/11/2024 20:28,29/11/2024 20:48,3.46,4,Southwark,Camden
17/02/2024,TFL-J-408849,Tube,London Bridge,Victoria,17/02/2024 16:40,17/02/2024 17:29,4.02,15,Southwark,Westminster
05/05/2024,TFL-J-855708,Tube,Euston,London Bridge,05/05/2024 23:05,05/05/2024 23:41,4.13,10,Camden,Southwark
20/10/2024,TFL-J-916418,Tube,Stratford,Victoria,20/10/2024 07:38,20/10/2024 08:16,3.3,23,Newham,Westminster
11/05/2024,TFL-J-212540,Tube,Waterloo,Liverpool Street,11/05/2024 10:59,11/05/2024 11:43,3.23,2,Lambeth,City of London
16/12/2024,TFL-J-411325,Tube,Kings Cross,Paddington,16/12/2024 18:14,16/12/2024 18:48,3.9,5,Camden,Westminster
27/09/2024,TFL-J-424410,Tube,Kings Cross,Paddington,27/09/2024 11:43,27/09/2024 12:01,3.6,0,Camden,Westminster
19/08/2024,TFL-J-217646,Bus,Paddington,Stratford,19/08/2024 18:15,19/08/2024 18:53,1.75,17,Westminster,Newham
10/09/2024,TFL-J-406410,Tube,Paddington,Liverpool Street,10/09/2024 17:28,10/09/2024 17:51,3.22,0,Westminster,City of London
26/05/2024,TFL-J-582475,Tube,Kings Cross,Stratford,26/05/2024 07:48,26/05/2024 08:17,4.03,2,Camden,Newham
12/01/2024,TFL-J-354158,Overground,Kings Cross,Euston,12/01/2024 21:42,12/01/2024 22:20,7.87,0,Camden,Camden
01/02/2024,TFL-J-502297,Bus,Paddington,London Bridge,01/02/2024 08:35,01/02/2024 09:09,1.75,0,Westminster,Southwark
22/10/2024,TFL-J-248979,Tube,Bank,London Bridge,22/10/2024 08:12,22/10/2024 09:11,3.61,25,City of London,Southwark
21/01/2024,TFL-J-995144,Tube,Bank,Canary Wharf,21/01/2024 16:20,21/01/2024 16:47,5.48,0,City of London,Tower Hamlets
16/05/2024,TFL-J-596637,Bus,Canary Wharf,Stratford,16/05/2024 07:37,16/05/2024 08:05,1.75,3,Tower Hamlets,Newham
17/06/2024,TFL-J-116683,Tube,Canary Wharf,Euston,17/06/2024 18:06,17/06/2024 18:49,5.16,8,Tower Hamlets,Camden
11/05/2024,TFL-J-142109,Tube,Bank,Canary Wharf,11/05/2024 13:02,11/05/2024 13:37,4.14,0,City of London,Tower Hamlets
15/03/2024,TFL-J-466462,Tube,Stratford,Kings Cross,15/03/2024 07:19,15/03/2024 08:05,4.97,8,Newham,Camden
24/12/2024,TFL-J-160963,Bus,Liverpool Street,London Bridge,24/12/2024 17:04,24/12/2024 17:45,1.75,1,City of London,Southwark
10/11/2024,TFL-J-382962,Tube,Victoria,Waterloo,10/11/2024 16:50,10/11/2024 17:09,3.03,1,Westminster,Lambeth
17/06/2024,TFL-J-184816,Tube,Liverpool Street,Bank,17/06/2024 16:32,17/06/2024 16:59,3.19,6,City of London,City of London
19/07/2024,TFL-J-583667,Tube,Waterloo,Victoria,19/07/2024 08:54,19/07/2024 09:33,5.34,0,Lambeth,Westminster
03/12/2024,TFL-J-871180,Bus,Victoria,London Bridge,03/12/2024 17:56,03/12/2024 18:57,1.75,24,Westminster,Southwark
19/01/2024,TFL-J-253712,Tube,Canary Wharf,Waterloo,19/01/2024 08:48,19/01/2024 09:31,5.47,2,Tower Hamlets,Lambeth
07/11/2024,TFL-J-755390,Bus,Victoria,Bank,07/11/2024 10:00,07/11/2024 10:30,1.75,1,Westminster,City of London
14/11/2024,TFL-J-119363,Tube,London Bridge,Victoria,14/11/2024 08:47,14/11/2024 09:06,4.38,1,Southwark,Westminster
01/03/2024,TFL-J-672557,Tube,Canary Wharf,Kings Cross,01/03/2024 16:23,01/03/2024 17:15,3.13,26,Tower Hamlets,Camden
05/12/2024,TFL-J-716403,Tube,London Bridge,Victoria,05/12/2024 12:29,05/12/2024 12:54,4.23,0,Southwark,Westminster
28/05/2024,TFL-J-631644,Bus,Victoria,Paddington,28/05/2024 16:38,28/05/2024 17:26,1.75,16,Westminster,Westminster
15/09/2024,TFL-J-939542,Bus,Victoria,Kings Cross,15/09/2024 07:26,15/09/2024 08:08,1.75,7,Westminster,Camden
25/05/2024,TFL-J-582733,Tube,London Bridge,Paddington,25/05/2024 15:01,25/05/2024 15:26,3.05,3,Southwark,Westminster
14/05/2024,TFL-J-408450,Overground,Waterloo,Bank,14/05/2024 17:11,14/05/2024 17:45,4.01,0,Lambeth,City of London
09/03/2024,TFL-J-754112,Bus,Bank,Euston,09/03/2024 17:24,09/03/2024 18:34,1.75,36,City of London,Camden
30/08/2024,TFL-J-570747,Bus,Waterloo,Euston,30/08/2024 07:19,30/08/2024 07:48,1.75,2,Lambeth,Camden
22/08/2024,TFL-J-912396,Bus,Bank,Stratford,22/08/2024 16:28,22/08/2024 17:01,1.75,7,City of London,Newham
28/05/2024,TFL-J-934060,Bus,Canary Wharf,Bank,28/05/2024 13:21,28/05/2024 14:04,1.75,0,Tower Hamlets,City of London
10/08/2024,TFL-J-146426,Tube,Euston,Stratford,10/08/2024 18:34,10/08/2024 19:17,3.33,6,Camden,Newham
14/12/2024,TFL-J-619815,Tube,Canary Wharf,Stratford,14/12/2024 08:05,14/12/2024 08:29,3.49,2,Tower Hamlets,Newham
29/03/2024,TFL-J-193946,Tube,Canary Wharf,Stratford,29/03/2024 16:51,29/03/2024 17:25,3.79,7,Tower Hamlets,Newham
25/10/2024,TFL-J-282119,Tube,Kings Cross,Canary Wharf,25/10/2024 17:50,25/10/2024 18:28,3.54,2,Camden,Tower Hamlets
26/05/2024,TFL-J-644003,Bus,Canary Wharf,Stratford,26/05/2024 07:15,26/05/2024 07:35,1.75,5,Tower Hamlets,Newham
27/12/2024,TFL-J-754502,Tube,Paddington,Canary Wharf,27/12/2024 07:29,27/12/2024 07:52,3.8,1,Westminster,Tower Hamlets
19/05/2024,TFL-J-539330,Bus,London Bridge,Bank,19/05/2024 07:37,19/05/2024 08:15,1.75,17,Southwark,City of London
10/09/2024,TFL-J-144249,Bus,Victoria,Kings Cross,10/09/2024 21:03,10/09/2024 21:45,1.75,0,Westminster,Camden
24/07/2024,TFL-J-486950,Overground,Kings Cross,Bank,24/07/2024 19:30,24/07/2024 20:17,14.09,2,Camden,City of London
08/11/2024,TFL-J-258390,Bus,Liverpool Street,Euston,08/11/2024 14:50,08/11/2024 15:15,1.75,10,City of London,Camden
03/01/2024,TFL-J-739736,Tube,Bank,Paddington,03/01/2024 08:31,03/01/2024 08:58,4.32,2,City of London,Westminster
26/02/2024,TFL-J-324883,Tube,Kings Cross,Stratford,26/02/2024 17:54,26/02/2024 18:35,3.4,0,Camden,Newham
23/09/2024,TFL-J-143856,Tube,Euston,Liverpool Street,23/09/2024 17:32,23/09/2024 18:39,3.33,39,Camden,City of London
