Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough,Journey_Duration
2024-03-12,TFL-J-230235,Overground,Paddington,Euston,2024-03-12 11:24:00,2024-03-12 11:49:00,4.57,0,Westminster,Camden,25.0
2024-10-17,TFL-J-981083,Tube,Paddington,Stratford,2024-10-17 08:54:00,2024-10-17 09:48:00,3.87,29,Westminster,Newham,54.0
2024-03-25,TFL-J-416622,Tube,Paddington,Canary Wharf,2024-03-25 07:27:00,2024-03-25 08:20:00,4.27,16,Westminster,Tower Hamlets,53.0
2024-02-03,TFL-J-890596,Tube,Stratford,Paddington,2024-02-03 07:29:00,2024-02-03 08:20:00,4.13,8,Newham,Westminster,51.0
2024-04-28,TFL-J-503117,Tube,London Bridge,Victoria,2024-04-28 12:06:00,2024-04-28 12:40:00,4.21,1,Southwark,Westminster,34.0
2024-12-24,TFL-J-506621,Tube,London Bridge,Canary Wharf,2024-12-24 09:53:00,2024-12-24 10:52:00,3.72,18,Southwark,Tower Hamlets,59.0
2024-03-27,TFL-J-594396,Tube,Euston,London Bridge,2024-03-27 09:35:00,2024-03-27 09:56:00,4.51,2,Camden,Southwark,21.0
2024-06-07,TFL-J-419026,Tube,London Bridge,Stratford,2024-06-07 16:18:00,2024-06-07 16:48:00,4.53,9,Southwark,Newham,30.0
2024-07-15,TFL-J-627485,Tube,Canary Wharf,Euston,2024-07-15 08:50:00,2024-07-15 09:36:00,3.19,2,Tower Hamlets,Camden,46.0
2024-03-10,TFL-J-617800,Overground,Waterloo,Euston,2024-03-10 20:54:00,2024-03-10 21:21:00,3.49,2,Lambeth,Camden,27.0
2024-06-23,TFL-J-892120,Tube,Stratford,Waterloo,2024-06-23 11:45:00,2024-06-23 12:13:00,2.98,1,Newham,Lambeth,28.0
2024-11-03,TFL-J-111787,Tube,Euston,London Bridge,2024-11-03 16:24:00,2024-11-03 17:01:00,3.28,17,Camden,Southwark,37.0
2024-11-11,TFL-J-851752,Tube,Canary Wharf,Waterloo,2024-11-11 20:21:00,2024-11-11 21:06:00,9.28,3,Tower Hamlets,Lambeth,45.0
2024-01-11,TFL-J-617283,Tube,Liverpool Street,Victoria,2024-01-11 21:18:00,2024-01-11 22:02:00,3.17,0,City of London,Westminster,44.0
2024-05-02,TFL-J-532786,Tube,Victoria,Kings Cross,2024-05-02 12:10:00,2024-05-02 12:54:00,5.5,3,Westminster,Camden,44.0
2024-03-04,TFL-J-255966,Overground,Bank,Stratford,2024-03-04 20:20:00,2024-03-04 20:47:00,4.96,0,City of London,Newham,27.0
2024-10-25,TFL-J-650598,Overground,Paddington,Waterloo,2024-10-25 17:04:00,2024-10-25 17:47:00,4.01,4,Westminster,Lambeth,43.0
2024-10-16,TFL-J-910011,Bus,Canary Wharf,Kings Cross,2024-10-16 09:25:00,2024-10-16 10:09:00,1.75,13,Tower Hamlets,Camden,44.0
2024-12-16,TFL-J-819423,Tube,Canary Wharf,Waterloo,2024-12-16 13:00:00,2024-12-16 13:21:00,5.21,1,Tower Hamlets,Lambeth,21.0
2024-07-08,TFL-J-455557,Tube,Victoria,Canary Wharf,2024-07-08 11:28:00,2024-07-08 12:04:00,2.97,0,Westminster,Tower Hamlets,36.0
2024-11-09,TFL-J-623510,Bus,London Bridge,Bank,2024-11-09 16:22:00,2024-11-09 17:14:00,1.75,11,Southwark,City of London,52.0
2024-03-08,TFL-J-229580,Bus,London Bridge,Waterloo,2024-03-08 17:50:00,2024-03-08 18:21:00,1.75,9,Southwark,Lambeth,31.0
2024-12-21,TFL-J-864139,Tube,Canary Wharf,London Bridge,2024-12-21 21:45:00,2024-12-21 21:51:00,9.4,3,Tower Hamlets,Southwark,6.0
2024-05-05,TFL-J-758601,Bus,Bank,Liverpool Street,2024-05-05 17:13:00,2024-05-05 17:56:00,1.75,0,City of London,City of London,43.0
2024-07-22,TFL-J-618093,Tube,Liverpool Street,Stratford,2024-07-22 14:24:00,2024-07-22 15:04:00,3.0,2,City of London,Newham,40.0
2024-03-18,TFL-J-180058,Bus,Kings Cross,Stratford,2024-03-18 14:45:00,2024-03-18 15:28:00,1.75,1,Camden,Newham,43.0
2024-01-27,TFL-J-467806,Tube,Liverpool Street,Euston,2024-01-27 10:52:00,2024-01-27 10:55:00,9.4,2,City of London,Camden,3.0
2024-06-17,TFL-J-943034,Tube,Liverpool Street,Euston,2024-06-17 16:52:00,2024-06-17 17:12:00,3.24,1,City of London,Camden,20.0
2024-04-05,TFL-J-650821,Bus,Euston,Stratford,2024-04-05 09:27:00,2024-04-05 10:07:00,1.75,6,Camden,Newham,40.0
2024-12-12,TFL-J-835874,Bus,Stratford,London Bridge,2024-12-12 16:40:00,2024-12-12 17:10:00,1.75,9,Newham,Southwark,30.0
2024-03-01,TFL-J-521474,Tube,London Bridge,Paddington,2024-03-01 09:52:00,2024-03-01 10:45:00,9.12,9,Southwark,Westminster,53.0
2024-11-28,TFL-J-500829,Tube,Canary Wharf,Paddington,2024-11-28 09:35:00,2024-11-28 10:15:00,3.46,8,Tower Hamlets,Westminster,40.0
2024-01-28,TFL-J-502740,Bus,Paddington,Liverpool Street,2024-01-28 13:48:00,2024-01-28 14:07:00,1.75,0,Westminster,City of London,19.0
2024-07-15,TFL-J-368753,Tube,Waterloo,Liverpool Street,2024-07-15 18:02:00,2024-07-15 18:34:00,3.67,16,Lambeth,City of London,32.0
2024-08-01,TFL-J-981103,Bus,Paddington,Victoria,2024-08-01 16:52:00,2024-08-01 17:53:00,1.75,16,Westminster,Westminster,61.0
2024-05-23,TFL-J-171286,Bus,Euston,Victoria,2024-05-23 07:38:00,2024-05-23 08:08:00,1.75,5,Camden,Westminster,30.0
2024-02-16,TFL-J-606168,Bus,Stratford,Waterloo,2024-02-16 09:26:00,2024-02-16 10:14:00,1.75,4,Newham,Lambeth,48.0
2024-12-20,TFL-J-623806,Overground,Paddington,Waterloo,2024-12-20 17:53:00,2024-12-20 18:52:00,5.15,42,Westminster,Lambeth,59.0
2024-05-16,TFL-J-795177,Bus,Waterloo,Bank,2024-05-16 17:59:00,2024-05-16 18:27:00,1.75,7,Lambeth,City of London,28.0
2024-06-22,TFL-J-130059,Tube,Paddington,Liverpool Street,2024-06-22 18:17:00,2024-06-22 19:18:00,4.58,26,Westminster,City of London,61.0
2024-06-17,TFL-J-367175,Bus,Waterloo,Kings Cross,2024-06-17 09:02:00,2024-06-17 09:45:00,1.75,8,Lambeth,Camden,43.0
2024-11-10,TFL-J-112054,Tube,Canary Wharf,Paddington,2024-11-10 10:24:00,2024-11-10 10:49:00,13.55,0,Tower Hamlets,Westminster,25.0
2024-05-12,TFL-J-184223,Tube,Bank,Stratford,2024-05-12 09:20:00,2024-05-12 09:59:00,3.94,11,City of London,Newham,39.0
2024-11-10,TFL-J-997686,Bus,London Bridge,Liverpool Street,2024-11-10 18:15:00,2024-11-10 19:10:00,1.75,16,Southwark,City of London,55.0
2024-07-09,TFL-J-181417,Tube,Euston,Paddington,2024-07-09 07:05:00,2024-07-09 08:00:00,5.21,10,Camden,Westminster,55.0
2024-11-28,TFL-J-225460,Tube,Victoria,London Bridge,2024-11-28 09:24:00,2024-11-28 10:17:00,4.67,19,Westminster,Southwark,53.0
2024-03-07,TFL-J-326661,Tube,Kings Cross,Euston,2024-03-07 16:01:00,2024-03-07 16:48:00,4.52,2,Camden,Camden,47.0
2024-11-07,TFL-J-737369,Tube,Paddington,London Bridge,2024-11-07 17:58:00,2024-11-07 18:27:00,4.09,2,Westminster,Southwark,29.0
2024-10-15,TFL-J-808961,Tube,Paddington,Bank,2024-10-15 07:40:00,2024-10-15 08:45:00,3.81,28,Westminster,City of London,65.0
2024-02-15,TFL-J-923185,Overground,Euston,Canary Wharf,2024-02-15 12:42:00,2024-02-15 12:59:00,3.25,0,Camden,Tower Hamlets,17.0
2024-03-22,TFL-J-479402,Bus,Canary Wharf,Liverpool Street,2024-03-22 08:29:00,2024-03-22 09:13:00,1.75,9,Tower Hamlets,City of London,44.0
2024-01-21,TFL-J-658370,Tube,Stratford,Liverpool Street,2024-01-21 08:05:00,2024-01-21 08:23:00,5.11,1,Newham,City of London,18.0
2024-11-03,TFL-J-327574,Tube,Waterloo,Liverpool Street,2024-11-03 16:20:00,2024-11-03 17:05:00,4.05,18,Lambeth,City of London,45.0
2024-08-21,TFL-J-761998,Bus,Stratford,Canary Wharf,2024-08-21 16:29:00,2024-08-21 17:23:00,1.75,37,Newham,Tower Hamlets,54.0
2024-05-15,TFL-J-796183,Overground,Euston,Victoria,2024-05-15 18:51:00,2024-05-15 19:22:00,3.0,16,Camden,Westminster,31.0
2024-03-08,TFL-J-881829,Bus,London Bridge,Paddington,2024-03-08 17:08:00,2024-03-08 17:38:00,1.75,6,Southwark,Westminster,30.0
2024-09-04,TFL-J-865645,Overground,Liverpool Street,Stratford,2024-09-04 09:42:00,2024-09-04 10:41:00,5.34,23,City of London,Newham,59.0
2024-12-09,TFL-J-300463,Bus,Kings Cross,Victoria,2024-12-09 08:56:00,2024-12-09 09:22:00,1.75,4,Camden,Westminster,26.0
2024-11-09,TFL-J-408076,Bus,Canary Wharf,Euston,2024-11-09 15:47:00,2024-11-09 16:11:00,1.75,0,Tower Hamlets,Camden,24.0
2024-10-08,TFL-J-113969,Tube,Liverpool Street,Victoria,2024-10-08 12:10:00,2024-10-08 12:44:00,4.93,2,City of London,Westminster,34.0
2024-04-07,TFL-J-882413,Tube,Bank,Liverpool Street,2024-04-07 16:34:00,2024-04-07 17:16:00,4.15,3,City of London,City of London,42.0
2024-10-25,TFL-J-248121,Bus,Kings Cross,Stratford,2024-10-25 10:57:00,2024-10-25 11:13:00,1.75,1,Camden,Newham,16.0
2024-09-11,TFL-J-426245,Tube,Canary Wharf,Paddington,2024-09-11 18:30:00,2024-09-11 18:33:00,9.4,1,Tower Hamlets,Westminster,3.0
2024-09-17,TFL-J-690982,Bus,Paddington,Stratford,2024-09-17 07:08:00,2024-09-17 07:29:00,1.75,5,Westminster,Newham,21.0
2024-02-15,TFL-J-853814,Tube,Stratford,Bank,2024-02-15 13:17:00,2024-02-15 13:52:00,3.08,0,Newham,City of London,35.0
2024-12-02,TFL-J-272796,Bus,Liverpool Street,Canary Wharf,2024-12-02 08:05:00,2024-12-02 08:55:00,1.75,8,City of London,Tower Hamlets,50.0
2024-01-12,TFL-J-186250,Tube,Canary Wharf,Paddington,2024-01-12 08:33:00,2024-01-12 08:41:00,9.4,4,Tower Hamlets,Westminster,8.0
2024-01-15,TFL-J-437185,Bus,Paddington,Liverpool Street,2024-01-15 07:03:00,2024-01-15 07:25:00,1.75,6,Westminster,City of London,22.0
2024-06-11,TFL-J-483852,Tube,Stratford,Waterloo,2024-06-11 23:27:00,2024-06-11 23:52:00,4.47,5,Newham,Lambeth,25.0
2024-03-12,TFL-J-719720,Tube,Victoria,Paddington,2024-03-12 17:29:00,2024-03-12 18:13:00,3.93,10,Westminster,Westminster,44.0
2024-04-09,TFL-J-209218,Bus,Victoria,Kings Cross,2024-04-09 09:26:00,2024-04-09 10:32:00,1.75,27,Westminster,Camden,66.0
2024-09-21,TFL-J-394127,Bus,Stratford,Canary Wharf,2024-09-21 08:41:00,2024-09-21 09:26:00,1.75,8,Newham,Tower Hamlets,45.0
2024-10-29,TFL-J-852543,Bus,Bank,Kings Cross,2024-10-29 10:23:00,2024-10-29 11:06:00,1.75,7,City of London,Camden,43.0
2024-05-05,TFL-J-667766,Tube,Stratford,Bank,2024-05-05 23:01:00,2024-05-05 23:28:00,4.79,1,Newham,City of London,27.0
2024-07-15,TFL-J-586353,Tube,Kings Cross,Euston,2024-07-15 13:20:00,2024-07-15 13:48:00,5.31,0,Camden,Camden,28.0
2024-11-28,TFL-J-689906,Tube,Euston,Kings Cross,2024-11-28 17:02:00,2024-11-28 17:47:00,12.09,8,Camden,Camden,45.0
2024-05-16,TFL-J-374597,Tube,Stratford,Paddington,2024-05-16 07:02:00,2024-05-16 07:49:00,3.79,5,Newham,Westminster,47.0
2024-08-30,TFL-J-120388,Tube,Kings Cross,Liverpool Street,2024-08-30 08:51:00,2024-08-30 10:03:00,4.55,39,Camden,City of London,72.0
2024-04-23,TFL-J-328151,Tube,London Bridge,Stratford,2024-04-23 07:14:00,2024-04-23 07:49:00,3.97,3,Southwark,Newham,35.0
2024-10-16,TFL-J-858982,Tube,Stratford,Liverpool Street,2024-10-16 08:53:00,2024-10-16 09:19:00,4.55,3,Newham,City of London,26.0
2024-11-02,TFL-J-560994,Tube,Liverpool Street,Canary Wharf,2024-11-02 09:01:00,2024-11-02 09:41:00,3.22,0,City of London,Tower Hamlets,40.0
2024-08-08,TFL-J-863208,Tube,Bank,Waterloo,2024-08-08 22:00:00,2024-08-08 22:18:00,4.33,2,City of London,Lambeth,18.0
2024-11-14,TFL-J-620111,Tube,Bank,Stratford,2024-11-14 14:50:00,2024-11-14 15:30:00,3.38,3,City of London,Newham,40.0
2024-07-08,TFL-J-631192,Bus,Stratford,Paddington,2024-07-08 11:05:00,2024-07-08 11:29:00,1.75,0,Newham,Westminster,24.0
2024-05-10,TFL-J-996738,Bus,Waterloo,Kings Cross,2024-05-10 21:44:00,2024-05-10 22:03:00,1.75,1,Lambeth,Camden,19.0
2024-05-02,TFL-J-885582,Overground,Canary Wharf,London Bridge,2024-05-02 11:14:00,2024-05-02 12:03:00,12.46,5,Tower Hamlets,Southwark,49.0
2024-01-26,TFL-J-786042,Bus,Victoria,Bank,2024-01-26 18:13:00,2024-01-26 18:49:00,1.75,7,Westminster,City of London,36.0
2024-09-27,TFL-J-992377,Tube,Kings Cross,Euston,2024-09-27 09:41:00,2024-09-27 10:00:00,4.37,3,Camden,Camden,19.0
2024-06-22,TFL-J-250313,Tube,Canary Wharf,Euston,2024-06-22 09:55:00,2024-06-22 10:25:00,4.7,1,Tower Hamlets,Camden,30.0
2024-08-15,TFL-J-399574,Tube,Victoria,Kings Cross,2024-08-15 16:45:00,2024-08-15 17:38:00,5.36,9,Westminster,Camden,53.0
2024-12-15,TFL-J-349068,Tube,Paddington,Liverpool Street,2024-12-15 21:35:00,2024-12-15 21:52:00,4.9,1,Westminster,City of London,17.0
2024-01-19,TFL-J-162671,Tube,Kings Cross,Liverpool Street,2024-01-19 09:30:00,2024-01-19 10:14:00,3.36,6,Camden,City of London,44.0
2024-02-23,TFL-J-737728,Tube,Kings Cross,Canary Wharf,2024-02-23 17:28:00,2024-02-23 17:57:00,4.15,2,Camden,Tower Hamlets,29.0
2024-08-09,TFL-J-984197,Tube,Victoria,Waterloo,2024-08-09 09:10:00,2024-08-09 10:10:00,4.99,26,Westminster,Lambeth,60.0
2024-09-26,TFL-J-163357,Bus,London Bridge,Paddington,2024-09-26 09:58:00,2024-09-26 10:30:00,1.75,4,Southwark,Westminster,32.0
2024-03-26,TFL-J-719067,Tube,Stratford,Bank,2024-03-26 08:56:00,2024-03-26 09:27:00,14.85,5,Newham,City of London,31.0
2024-11-15,TFL-J-297597,Tube,Kings Cross,Canary Wharf,2024-11-15 14:37:00,2024-11-15 15:31:00,4.09,12,Camden,Tower Hamlets,54.0
2024-07-02,TFL-J-673608,Overground,Stratford,Kings Cross,2024-07-02 08:31:00,2024-07-02 09:17:00,2.92,9,Newham,Camden,46.0
2024-04-04,TFL-J-230881,Tube,Victoria,Waterloo,2024-04-04 09:27:00,2024-04-04 10:07:00,4.11,7,Westminster,Lambeth,40.0
2024-04-25,TFL-J-949162,Tube,Canary Wharf,Victoria,2024-04-25 19:46:00,2024-04-25 20:22:00,15.47,0,Tower Hamlets,Westminster,36.0
2024-05-27,TFL-J-658697,Tube,Canary Wharf,Euston,2024-05-27 08:08:00,2024-05-27 08:59:00,3.77,26,Tower Hamlets,Camden,51.0
2024-04-22,TFL-J-609984,Overground,Liverpool Street,Paddington,2024-04-22 17:09:00,2024-04-22 17:40:00,3.94,9,City of London,Westminster,31.0
2024-10-30,TFL-J-420058,Tube,Canary Wharf,Stratford,2024-10-30 12:29:00,2024-10-30 12:53:00,5.37,1,Tower Hamlets,Newham,24.0
2024-08-26,TFL-J-602384,Tube,Euston,Bank,2024-08-26 07:24:00,2024-08-26 08:11:00,2.89,15,Camden,City of London,47.0
2024-11-21,TFL-J-552344,Bus,Canary Wharf,Liverpool Street,2024-11-21 09:03:00,2024-11-21 10:00:00,1.75,32,Tower Hamlets,City of London,57.0
2024-12-06,TFL-J-755449,Bus,Euston,Bank,2024-12-06 19:47:00,2024-12-06 20:29:00,1.75,3,Camden,City of London,42.0
2024-08-07,TFL-J-138811,Overground,Victoria,Stratford,2024-08-07 19:32:00,2024-08-07 20:22:00,4.18,9,Westminster,Newham,50.0
2024-11-18,TFL-J-765114,Bus,Euston,London Bridge,2024-11-18 09:33:00,2024-11-18 10:15:00,1.75,16,Camden,Southwark,42.0
2024-08-24,TFL-J-251465,Bus,Bank,Waterloo,2024-08-24 08:45:00,2024-08-24 09:29:00,1.75,0,City of London,Lambeth,44.0
2024-12-03,TFL-J-224912,Tube,Stratford,Kings Cross,2024-12-03 18:48:00,2024-12-03 19:49:00,5.5,16,Newham,Camden,61.0
2024-11-19,TFL-J-158938,Tube,Liverpool Street,Stratford,2024-11-19 07:49:00,2024-11-19 08:35:00,4.31,11,City of London,Newham,46.0
2024-10-05,TFL-J-682218,Bus,Kings Cross,Stratford,2024-10-05 18:24:00,2024-10-05 19:15:00,1.75,11,Camden,Newham,51.0
2024-10-24,TFL-J-486183,Overground,Stratford,Liverpool Street,2024-10-24 07:13:00,2024-10-24 07:59:00,5.37,8,Newham,City of London,46.0
2024-06-17,TFL-J-371770,Tube,Canary Wharf,Euston,2024-06-17 21:13:00,2024-06-17 21:53:00,3.01,5,Tower Hamlets,Camden,40.0
2024-08-05,TFL-J-269025,Tube,Waterloo,Kings Cross,2024-08-05 09:18:00,2024-08-05 10:08:00,9.06,12,Lambeth,Camden,50.0
2024-12-21,TFL-J-435017,Bus,Waterloo,Canary Wharf,2024-12-21 18:37:00,2024-12-21 19:30:00,1.75,11,Lambeth,Tower Hamlets,53.0
2024-12-13,TFL-J-342771,Tube,London Bridge,Victoria,2024-12-13 09:51:00,2024-12-13 10:19:00,3.3,5,Southwark,Westminster,28.0
2024-11-28,TFL-J-778304,Bus,Canary Wharf,Kings Cross,2024-11-28 09:12:00,2024-11-28 09:41:00,1.75,8,Tower Hamlets,Camden,29.0
2024-12-16,TFL-J-545242,Tube,Kings Cross,Bank,2024-12-16 16:51:00,2024-12-16 17:11:00,3.73,0,Camden,City of London,20.0
2024-04-12,TFL-J-795786,Bus,Liverpool Street,Waterloo,2024-04-12 21:59:00,2024-04-12 22:37:00,1.75,0,City of London,Lambeth,38.0
2024-04-11,TFL-J-759175,Tube,Euston,Paddington,2024-04-11 11:48:00,2024-04-11 12:08:00,3.31,2,Camden,Westminster,20.0
2024-11-06,TFL-J-309299,Tube,Waterloo,Victoria,2024-11-06 20:17:00,2024-11-06 20:42:00,5.03,0,Lambeth,Westminster,25.0
2024-09-27,TFL-J-731762,Bus,Bank,Euston,2024-09-27 09:20:00,2024-09-27 09:56:00,1.75,4,City of London,Camden,36.0
2024-11-15,TFL-J-517081,Tube,Kings Cross,Victoria,2024-11-15 14:20:00,2024-11-15 14:59:00,5.3,4,Camden,Westminster,39.0
2024-01-22,TFL-J-433265,Tube,Liverpool Street,Kings Cross,2024-01-22 07:44:00,2024-01-22 08:14:00,5.24,3,City of London,Camden,30.0
2024-08-17,TFL-J-979928,Bus,London Bridge,Stratford,2024-08-17 11:45:00,2024-08-17 12:14:00,1.75,0,Southwark,Newham,29.0
2024-07-24,TFL-J-831335,Bus,Waterloo,Kings Cross,2024-07-24 07:12:00,2024-07-24 07:46:00,1.75,16,Lambeth,Camden,34.0
2024-09-04,TFL-J-731897,Bus,London Bridge,Paddington,2024-09-04 18:24:00,2024-09-04 18:52:00,1.75,0,Southwark,Westminster,28.0
2024-02-05,TFL-J-536211,Tube,Stratford,Liverpool Street,2024-02-05 09:43:00,2024-02-05 10:32:00,4.56,5,Newham,City of London,49.0
2024-03-31,TFL-J-150181,Bus,Waterloo,London Bridge,2024-03-31 08:10:00,2024-03-31 08:40:00,1.75,15,Lambeth,Southwark,30.0
2024-10-12,TFL-J-877092,Tube,Kings Cross,London Bridge,2024-10-12 16:31:00,2024-10-12 17:03:00,3.15,0,Camden,Southwark,32.0
2024-08-08,TFL-J-410752,Bus,Stratford,Canary Wharf,2024-08-08 17:27:00,2024-08-08 18:08:00,1.75,18,Newham,Tower Hamlets,41.0
2024-01-16,TFL-J-839395,Bus,London Bridge,Euston,2024-01-16 08:13:00,2024-01-16 08:52:00,1.75,4,Southwark,Camden,39.0
2024-12-07,TFL-J-722620,Tube,Euston,Victoria,2024-12-07 18:28:00,2024-12-07 18:44:00,5.21,1,Camden,Westminster,16.0
2024-07-06,TFL-J-826997,Overground,Kings Cross,Stratford,2024-07-06 08:36:00,2024-07-06 08:59:00,3.75,6,Camden,Newham,23.0
2024-12-07,TFL-J-321852,Tube,Stratford,Waterloo,2024-12-07 21:33:00,2024-12-07 21:57:00,4.22,0,Newham,Lambeth,24.0
2024-02-20,TFL-J-220266,Tube,Stratford,Waterloo,2024-02-20 16:55:00,2024-02-20 17:45:00,3.61,8,Newham,Lambeth,50.0
2024-07-20,TFL-J-579826,Tube,Canary Wharf,Euston,2024-07-20 17:20:00,2024-07-20 17:26:00,9.4,5,Tower Hamlets,Camden,6.0
2024-11-19,TFL-J-124206,Tube,Euston,Liverpool Street,2024-11-19 08:36:00,2024-11-19 09:09:00,5.05,17,Camden,City of London,33.0
2024-03-05,TFL-J-128452,Overground,Liverpool Street,Stratford,2024-03-05 11:44:00,2024-03-05 12:05:00,7.42,4,City of London,Newham,21.0
2024-11-29,TFL-J-352157,Bus,London Bridge,Stratford,2024-11-29 15:10:00,2024-11-29 15:30:00,1.75,4,Southwark,Newham,20.0
2024-11-04,TFL-J-930801,Tube,Victoria,Canary Wharf,2024-11-04 11:53:00,2024-11-04 12:37:00,5.49,4,Westminster,Tower Hamlets,44.0
2024-04-25,TFL-J-801088,Tube,Kings Cross,London Bridge,2024-04-25 14:51:00,2024-04-25 15:36:00,5.07,1,Camden,Southwark,45.0
2024-01-15,TFL-J-358337,Bus,Liverpool Street,Kings Cross,2024-01-15 09:30:00,2024-01-15 10:18:00,1.75,11,City of London,Camden,48.0
2024-07-03,TFL-J-655386,Tube,Euston,Liverpool Street,2024-07-03 13:46:00,2024-07-03 14:08:00,4.55,2,Camden,City of London,22.0
2024-02-07,TFL-J-905931,Tube,London Bridge,Paddington,2024-02-07 23:31:00,2024-02-08 00:15:00,3.04,0,Southwark,Westminster,44.0
2024-08-21,TFL-J-397066,Bus,Stratford,Paddington,2024-08-21 09:19:00,2024-08-21 10:10:00,1.75,24,Newham,Westminster,51.0
2024-07-30,TFL-J-512890,Tube,Waterloo,Kings Cross,2024-07-30 11:27:00,2024-07-30 11:56:00,5.35,5,Lambeth,Camden,29.0
2024-02-01,TFL-J-904339,Tube,Stratford,Victoria,2024-02-01 19:09:00,2024-02-01 19:47:00,3.0,7,Newham,Westminster,38.0
2024-03-23,TFL-J-174368,Bus,Stratford,Bank,2024-03-23 16:13:00,2024-03-23 16:37:00,1.75,3,Newham,City of London,24.0
2024-01-27,TFL-J-615084,Tube,Paddington,Stratford,2024-01-27 22:47:00,2024-01-27 23:16:00,3.78,7,Westminster,Newham,29.0
2024-03-15,TFL-J-722661,Tube,Liverpool Street,Kings Cross,2024-03-15 16:26:00,2024-03-15 17:04:00,5.25,19,City of London,Camden,38.0
2024-06-19,TFL-J-130294,Bus,Waterloo,Kings Cross,2024-06-19 11:42:00,2024-06-19 12:05:00,1.75,1,Lambeth,Camden,23.0
2024-04-11,TFL-J-697760,Bus,Bank,Victoria,2024-04-11 09:55:00,2024-04-11 10:18:00,1.75,3,City of London,Westminster,23.0
2024-05-24,TFL-J-930886,Bus,Paddington,London Bridge,2024-05-24 09:36:00,2024-05-24 10:21:00,1.75,26,Westminster,Southwark,45.0
2024-07-18,TFL-J-342072,Bus,Liverpool Street,Paddington,2024-07-18 15:46:00,2024-07-18 16:22:00,1.75,2,City of London,Westminster,36.0
2024-05-24,TFL-J-101688,Tube,Paddington,Canary Wharf,2024-05-24 18:40:00,2024-05-24 19:26:00,2.89,31,Westminster,Tower Hamlets,46.0
2024-03-21,TFL-J-582537,Tube,Kings Cross,Waterloo,2024-03-21 10:06:00,2024-03-21 10:25:00,3.77,1,Camden,Lambeth,19.0
2024-02-22,TFL-J-577509,Bus,Waterloo,Paddington,2024-02-22 10:57:00,2024-02-22 11:33:00,1.75,0,Lambeth,Westminster,36.0
2024-06-24,TFL-J-655534,Tube,Victoria,Stratford,2024-06-24 09:54:00,2024-06-24 10:44:00,5.2,16,Westminster,Newham,50.0
2024-05-01,TFL-J-768154,Overground,Waterloo,Euston,2024-05-01 09:53:00,2024-05-01 10:27:00,3.79,12,Lambeth,Camden,34.0
2024-02-14,TFL-J-799700,Tube,Euston,Bank,2024-02-14 18:21:00,2024-02-14 19:03:00,3.97,2,Camden,City of London,42.0
2024-05-28,TFL-J-783482,Tube,Liverpool Street,Paddington,2024-05-28 16:30:00,2024-05-28 17:04:00,8.73,2,City of London,Westminster,34.0
2024-04-11,TFL-J-101066,Overground,Stratford,Canary Wharf,2024-04-11 07:10:00,2024-04-11 07:34:00,3.98,4,Newham,Tower Hamlets,24.0
2024-04-18,TFL-J-434564,Tube,Waterloo,Stratford,2024-04-18 17:05:00,2024-04-18 17:37:00,3.76,10,Lambeth,Newham,32.0
2024-12-17,TFL-J-422151,Tube,Liverpool Street,Victoria,2024-12-17 18:48:00,2024-12-17 19:26:00,3.06,13,City of London,Westminster,38.0
2024-11-11,TFL-J-532544,Bus,Paddington,Canary Wharf,2024-11-11 10:37:00,2024-11-11 11:07:00,1.75,4,Westminster,Tower Hamlets,30.0
2024-07-28,TFL-J-747758,Bus,Euston,Paddington,2024-07-28 07:56:00,2024-07-28 08:26:00,1.75,8,Camden,Westminster,30.0
2024-08-16,TFL-J-776562,Bus,Liverpool Street,Bank,2024-08-16 18:14:00,2024-08-16 19:04:00,1.75,6,City of London,City of London,50.0
2024-04-26,TFL-J-943896,Tube,Victoria,Euston,2024-04-26 14:55:00,2024-04-26 15:23:00,4.11,1,Westminster,Camden,28.0
2024-07-07,TFL-J-261557,Tube,Euston,Stratford,2024-07-07 21:34:00,2024-07-07 22:16:00,2.99,0,Camden,Newham,42.0
2024-03-24,TFL-J-854709,Tube,Bank,Paddington,2024-03-24 11:18:00,2024-03-24 11:52:00,5.2,3,City of London,Westminster,34.0
2024-10-11,TFL-J-299591,Tube,Victoria,Canary Wharf,2024-10-11 14:42:00,2024-10-11 15:27:00,3.55,0,Westminster,Tower Hamlets,45.0
2024-11-06,TFL-J-453764,Tube,Liverpool Street,Canary Wharf,2024-11-06 08:03:00,2024-11-06 08:38:00,3.93,0,City of London,Tower Hamlets,35.0
2024-05-02,TFL-J-846770,Bus,Euston,Victoria,2024-05-02 08:49:00,2024-05-02 09:39:00,4.33,10,Camden,Westminster,50.0
2024-12-06,TFL-J-889612,Tube,Waterloo,London Bridge,2024-12-06 17:42:00,2024-12-06 18:07:00,5.2,7,Lambeth,Southwark,25.0
2024-06-10,TFL-J-639747,Tube,Euston,London Bridge,2024-06-10 08:17:00,2024-06-10 08:59:00,5.34,4,Camden,Southwark,42.0
2024-06-02,TFL-J-830858,Bus,Euston,Stratford,2024-06-02 09:00:00,2024-06-02 09:37:00,1.75,8,Camden,Newham,37.0
2024-02-20,TFL-J-652680,Tube,Bank,Victoria,2024-02-20 07:39:00,2024-02-20 08:12:00,4.3,0,City of London,Westminster,33.0
